image_path,label_path,filename,original_split,family,defective,non_defective,objects,content_hash,stratum,split
/kaggle/working/railway_raw_3381/images/train/aug_B-101-_jpg.rf.71e2ec4faca871c13ae39aed8c3393da_flip.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-101-_jpg.rf.71e2ec4faca871c13ae39aed8c3393da_flip.txt,aug_B-101-_jpg.rf.71e2ec4faca871c13ae39aed8c3393da_flip.jpg,train,aug_b-101-_jpg.rf.71e2ec4faca871c13ae39aed8c3393da_flip,1,0,1,7b3dd2c22fa871b5aba7c85a1552ee5c9033d9be990defe28adbf9e95fa791c7,defective_only,val
/kaggle/working/railway_raw_3381/images/train/aug_B-101-_jpg.rf.71e2ec4faca871c13ae39aed8c3393da_orig.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-101-_jpg.rf.71e2ec4faca871c13ae39aed8c3393da_orig.txt,aug_B-101-_jpg.rf.71e2ec4faca871c13ae39aed8c3393da_orig.jpg,train,aug_b-101-_jpg.rf.71e2ec4faca871c13ae39aed8c3393da_orig,1,0,1,aa0d01e5924c4f5c52bca0d8b251f8cc0955d81dca17573f0e368005dfaa0db3,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-102-_jpg.rf.35b88a3a524a65595063606c80eaf8ce_bright.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-102-_jpg.rf.35b88a3a524a65595063606c80eaf8ce_bright.txt,aug_B-102-_jpg.rf.35b88a3a524a65595063606c80eaf8ce_bright.jpg,train,aug_b-102-_jpg.rf.35b88a3a524a65595063606c80eaf8ce_bright,1,0,1,778d24d972930744b8be694b6aa5e4c7b261aef74910c4efcced7754d011b734,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-102-_jpg.rf.35b88a3a524a65595063606c80eaf8ce_contrast.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-102-_jpg.rf.35b88a3a524a65595063606c80eaf8ce_contrast.txt,aug_B-102-_jpg.rf.35b88a3a524a65595063606c80eaf8ce_contrast.jpg,train,aug_b-102-_jpg.rf.35b88a3a524a65595063606c80eaf8ce_contrast,1,0,1,a9e24e0376c39d55d8172ff9ffbcfeffc4660cb22ecd939f6bb7afa4143208d6,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-102-_jpg.rf.35b88a3a524a65595063606c80eaf8ce_flip.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-102-_jpg.rf.35b88a3a524a65595063606c80eaf8ce_flip.txt,aug_B-102-_jpg.rf.35b88a3a524a65595063606c80eaf8ce_flip.jpg,train,aug_aug_1_b-102-_jpg.rf.35b88a3a524a65595063606c80eaf8ce_flip,1,0,1,bcce4e31dfd6a2e610eb47491d21d1c3d22c397a0b5c4b826e7d439406bfcc6b,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-102-_jpg.rf.35b88a3a524a65595063606c80eaf8ce_orig.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-102-_jpg.rf.35b88a3a524a65595063606c80eaf8ce_orig.txt,aug_B-102-_jpg.rf.35b88a3a524a65595063606c80eaf8ce_orig.jpg,train,aug_aug_1_b-102-_jpg.rf.35b88a3a524a65595063606c80eaf8ce_orig,1,0,1,418160bcfa7cd8481d338de79986821998b08036a2772e73938cbdb59eaf0b77,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-108-_jpg.rf.97aa8b8e3a3a6de07f9d4a1fda848483_bright.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-108-_jpg.rf.97aa8b8e3a3a6de07f9d4a1fda848483_bright.txt,aug_B-108-_jpg.rf.97aa8b8e3a3a6de07f9d4a1fda848483_bright.jpg,train,aug_b-108-_jpg.rf.97aa8b8e3a3a6de07f9d4a1fda848483_bright,1,0,1,ceb49268dabad72321c3091b55895c7860e1be537b5ed09f78b28a1005c8b1ca,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-108-_jpg.rf.97aa8b8e3a3a6de07f9d4a1fda848483_contrast.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-108-_jpg.rf.97aa8b8e3a3a6de07f9d4a1fda848483_contrast.txt,aug_B-108-_jpg.rf.97aa8b8e3a3a6de07f9d4a1fda848483_contrast.jpg,train,aug_b-108-_jpg.rf.97aa8b8e3a3a6de07f9d4a1fda848483_contrast,1,0,1,bb8e562813200514f0bc9e85ec63a260cd98586d9cabea1f73d39f706326edfa,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-108-_jpg.rf.97aa8b8e3a3a6de07f9d4a1fda848483_flip.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-108-_jpg.rf.97aa8b8e3a3a6de07f9d4a1fda848483_flip.txt,aug_B-108-_jpg.rf.97aa8b8e3a3a6de07f9d4a1fda848483_flip.jpg,train,aug_b-108-_jpg.rf.97aa8b8e3a3a6de07f9d4a1fda848483_flip,1,0,1,d575f3efed26a2e03fe4b4d333584c74add627f9b4322d57c53c81967cf037cd,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-108-_jpg.rf.97aa8b8e3a3a6de07f9d4a1fda848483_orig.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-108-_jpg.rf.97aa8b8e3a3a6de07f9d4a1fda848483_orig.txt,aug_B-108-_jpg.rf.97aa8b8e3a3a6de07f9d4a1fda848483_orig.jpg,train,aug_b-108-_jpg.rf.97aa8b8e3a3a6de07f9d4a1fda848483_orig,1,0,1,a01bc51df4a3f399c1b4d464641addfbff0ca795c416715a84c81d841f007ffd,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-109-_jpg.rf.703b0afe1b1e07148f3febdd6e70c3c1_bright.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-109-_jpg.rf.703b0afe1b1e07148f3febdd6e70c3c1_bright.txt,aug_B-109-_jpg.rf.703b0afe1b1e07148f3febdd6e70c3c1_bright.jpg,train,aug_b-109-_jpg.rf.703b0afe1b1e07148f3febdd6e70c3c1_bright,1,0,1,ae3d00e8402073a426fc0790d2d729d31cd2eb184fa84b5e4cb9303e7ca32170,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-109-_jpg.rf.703b0afe1b1e07148f3febdd6e70c3c1_contrast.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-109-_jpg.rf.703b0afe1b1e07148f3febdd6e70c3c1_contrast.txt,aug_B-109-_jpg.rf.703b0afe1b1e07148f3febdd6e70c3c1_contrast.jpg,train,aug_b-109-_jpg.rf.703b0afe1b1e07148f3febdd6e70c3c1_contrast,1,0,1,4721f8f1ad145c4ca8fe58373d93597eea3435b00d85c18ae2615efe0fd120f0,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-109-_jpg.rf.703b0afe1b1e07148f3febdd6e70c3c1_flip.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-109-_jpg.rf.703b0afe1b1e07148f3febdd6e70c3c1_flip.txt,aug_B-109-_jpg.rf.703b0afe1b1e07148f3febdd6e70c3c1_flip.jpg,train,extra_b-109-_jpg.rf.703b0afe1b1e07148f3febdd6e70c3c1_flip,1,0,1,c70a2402b1ef62f578a2dd7da90e745a3bed6d394e8d3aa8631289c29dd2aed4,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-109-_jpg.rf.703b0afe1b1e07148f3febdd6e70c3c1_orig.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-109-_jpg.rf.703b0afe1b1e07148f3febdd6e70c3c1_orig.txt,aug_B-109-_jpg.rf.703b0afe1b1e07148f3febdd6e70c3c1_orig.jpg,train,extra_b-109-_jpg.rf.703b0afe1b1e07148f3febdd6e70c3c1_orig,1,0,1,87447d8b03f7114af55dfde955bf03d80fe0cbf227eb028e43d6bdf2dfc1946e,defective_only,test
/kaggle/working/railway_raw_3381/images/train/aug_B-11-_jpg.rf.ac6be52ef47210b363f38fc32472bc5a_bright.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-11-_jpg.rf.ac6be52ef47210b363f38fc32472bc5a_bright.txt,aug_B-11-_jpg.rf.ac6be52ef47210b363f38fc32472bc5a_bright.jpg,train,aug_b-11-_jpg.rf.ac6be52ef47210b363f38fc32472bc5a_bright,1,0,1,c7168e9ee3dd98ad5e0b439d4a850d252eca13ba7eafbec77bfb2f15291b7fff,defective_only,test
/kaggle/working/railway_raw_3381/images/train/aug_B-11-_jpg.rf.ac6be52ef47210b363f38fc32472bc5a_contrast.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-11-_jpg.rf.ac6be52ef47210b363f38fc32472bc5a_contrast.txt,aug_B-11-_jpg.rf.ac6be52ef47210b363f38fc32472bc5a_contrast.jpg,train,aug_b-11-_jpg.rf.ac6be52ef47210b363f38fc32472bc5a_contrast,1,0,1,5571064e85c8e82198795e932157e6624d28d33250347767f8f388ce5edaad85,defective_only,val
/kaggle/working/railway_raw_3381/images/train/aug_B-11-_jpg.rf.ac6be52ef47210b363f38fc32472bc5a_flip.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-11-_jpg.rf.ac6be52ef47210b363f38fc32472bc5a_flip.txt,aug_B-11-_jpg.rf.ac6be52ef47210b363f38fc32472bc5a_flip.jpg,train,aug_b-11-_jpg.rf.ac6be52ef47210b363f38fc32472bc5a_flip,1,0,1,73ceefc3136413aa39914cd3bbed89e4ff207f053fdb7269d2c29672f74f3e42,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-11-_jpg.rf.ac6be52ef47210b363f38fc32472bc5a_orig.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-11-_jpg.rf.ac6be52ef47210b363f38fc32472bc5a_orig.txt,aug_B-11-_jpg.rf.ac6be52ef47210b363f38fc32472bc5a_orig.jpg,train,aug_b-11-_jpg.rf.ac6be52ef47210b363f38fc32472bc5a_orig,1,0,1,3344ad814779c2a98189a80d2a1b6aa42eadf0b9e6d080ea38c119d034ecfddf,defective_only,val
/kaggle/working/railway_raw_3381/images/train/aug_B-111-_jpg.rf.5d8f81ff6c876d98ca8bf457890231fa_bright.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-111-_jpg.rf.5d8f81ff6c876d98ca8bf457890231fa_bright.txt,aug_B-111-_jpg.rf.5d8f81ff6c876d98ca8bf457890231fa_bright.jpg,train,aug_b-111-_jpg.rf.5d8f81ff6c876d98ca8bf457890231fa_bright,1,0,1,f21f06f3c09e45ac49d92fb6fc7f181117d81c9f3f44ce3bbbda4f2b8ca28a49,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-111-_jpg.rf.5d8f81ff6c876d98ca8bf457890231fa_contrast.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-111-_jpg.rf.5d8f81ff6c876d98ca8bf457890231fa_contrast.txt,aug_B-111-_jpg.rf.5d8f81ff6c876d98ca8bf457890231fa_contrast.jpg,train,aug_b-111-_jpg.rf.5d8f81ff6c876d98ca8bf457890231fa_contrast,1,0,1,c4f6bc6fd1065ae227e57375bd763bddfed096348cddc59317412d6c22d95725,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-111-_jpg.rf.5d8f81ff6c876d98ca8bf457890231fa_flip.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-111-_jpg.rf.5d8f81ff6c876d98ca8bf457890231fa_flip.txt,aug_B-111-_jpg.rf.5d8f81ff6c876d98ca8bf457890231fa_flip.jpg,train,extra_b-111-_jpg.rf.5d8f81ff6c876d98ca8bf457890231fa_flip,1,0,1,6d2265e2e0219bc11d1f35db76a1565a3eed107f851b8e0dd6806f3cf2b45f75,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-111-_jpg.rf.5d8f81ff6c876d98ca8bf457890231fa_orig.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-111-_jpg.rf.5d8f81ff6c876d98ca8bf457890231fa_orig.txt,aug_B-111-_jpg.rf.5d8f81ff6c876d98ca8bf457890231fa_orig.jpg,train,extra_b-111-_jpg.rf.5d8f81ff6c876d98ca8bf457890231fa_orig,1,0,1,5c311e77f9c6943ab82538fb7d01c19f1e7420edab8dfb620eeb448f084d1f6c,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-112-_jpg.rf.bcbc5c37323bbd282a9a24921cb13301_bright.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-112-_jpg.rf.bcbc5c37323bbd282a9a24921cb13301_bright.txt,aug_B-112-_jpg.rf.bcbc5c37323bbd282a9a24921cb13301_bright.jpg,train,aug_b-112-_jpg.rf.bcbc5c37323bbd282a9a24921cb13301_bright,1,0,1,4fc46a0e79852988f8a471f5c20747a7b4e057b6794d2e5e72ba2402fe120b46,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-112-_jpg.rf.bcbc5c37323bbd282a9a24921cb13301_contrast.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-112-_jpg.rf.bcbc5c37323bbd282a9a24921cb13301_contrast.txt,aug_B-112-_jpg.rf.bcbc5c37323bbd282a9a24921cb13301_contrast.jpg,train,aug_b-112-_jpg.rf.bcbc5c37323bbd282a9a24921cb13301_contrast,1,0,1,20addc9ecda1ffd83651ba2c2fba5b76c150d11c259c84d23d940f5c316cada8,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-112-_jpg.rf.bcbc5c37323bbd282a9a24921cb13301_flip.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-112-_jpg.rf.bcbc5c37323bbd282a9a24921cb13301_flip.txt,aug_B-112-_jpg.rf.bcbc5c37323bbd282a9a24921cb13301_flip.jpg,train,aug_b-112-_jpg.rf.bcbc5c37323bbd282a9a24921cb13301_flip,1,0,1,6eeb57a25d1f701698b8ab5b60f2f0935938d424245005607e1913033c707504,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-112-_jpg.rf.bcbc5c37323bbd282a9a24921cb13301_orig.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-112-_jpg.rf.bcbc5c37323bbd282a9a24921cb13301_orig.txt,aug_B-112-_jpg.rf.bcbc5c37323bbd282a9a24921cb13301_orig.jpg,train,aug_b-112-_jpg.rf.bcbc5c37323bbd282a9a24921cb13301_orig,1,0,1,9ea39a3c5b863802926c2b04838f91509b531bf59a031d4824be0f8a2e9e8606,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-113-_jpg.rf.0423fc2283fbe78d6f03d805fd26b330_bright.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-113-_jpg.rf.0423fc2283fbe78d6f03d805fd26b330_bright.txt,aug_B-113-_jpg.rf.0423fc2283fbe78d6f03d805fd26b330_bright.jpg,train,aug_b-113-_jpg.rf.0423fc2283fbe78d6f03d805fd26b330_bright,1,0,1,90224a3de9fca40b4d89660fe88cd94041631d69d38e6b7991e7fd498fcb3de9,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-113-_jpg.rf.0423fc2283fbe78d6f03d805fd26b330_contrast.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-113-_jpg.rf.0423fc2283fbe78d6f03d805fd26b330_contrast.txt,aug_B-113-_jpg.rf.0423fc2283fbe78d6f03d805fd26b330_contrast.jpg,train,aug_b-113-_jpg.rf.0423fc2283fbe78d6f03d805fd26b330_contrast,1,0,1,67ff30f342179927b85ed4a6b5d5c5ac6434b568a205c925f3905d3cfae7ee83,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-113-_jpg.rf.0423fc2283fbe78d6f03d805fd26b330_flip.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-113-_jpg.rf.0423fc2283fbe78d6f03d805fd26b330_flip.txt,aug_B-113-_jpg.rf.0423fc2283fbe78d6f03d805fd26b330_flip.jpg,train,extra_b-113-_jpg.rf.0423fc2283fbe78d6f03d805fd26b330_flip,1,0,1,82f4da6b2b679e0dbe2ce95ada452f7c3d1aa600d7a576f77cfb841080495b0d,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-113-_jpg.rf.0423fc2283fbe78d6f03d805fd26b330_orig.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-113-_jpg.rf.0423fc2283fbe78d6f03d805fd26b330_orig.txt,aug_B-113-_jpg.rf.0423fc2283fbe78d6f03d805fd26b330_orig.jpg,train,extra_b-113-_jpg.rf.0423fc2283fbe78d6f03d805fd26b330_orig,1,0,1,adccd15ef5253c06573a27cd1c19787338edc2a39313e74ef07acc734ff3b555,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-115-_jpg.rf.ed9196e66905605f51f25cf848485088_bright.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-115-_jpg.rf.ed9196e66905605f51f25cf848485088_bright.txt,aug_B-115-_jpg.rf.ed9196e66905605f51f25cf848485088_bright.jpg,train,aug_b-115-_jpg.rf.ed9196e66905605f51f25cf848485088_bright,1,0,1,af6e71548642490e5db7a10771e8373308729c39cdb9da27b605be35f468f5d1,defective_only,test
/kaggle/working/railway_raw_3381/images/train/aug_B-115-_jpg.rf.ed9196e66905605f51f25cf848485088_contrast.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-115-_jpg.rf.ed9196e66905605f51f25cf848485088_contrast.txt,aug_B-115-_jpg.rf.ed9196e66905605f51f25cf848485088_contrast.jpg,train,aug_b-115-_jpg.rf.ed9196e66905605f51f25cf848485088_contrast,1,0,1,35504b280eb7c74eec89541a4b1311c470a3961d6e608106cbba71b0ef6c3a81,defective_only,test
/kaggle/working/railway_raw_3381/images/train/aug_B-115-_jpg.rf.ed9196e66905605f51f25cf848485088_flip.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-115-_jpg.rf.ed9196e66905605f51f25cf848485088_flip.txt,aug_B-115-_jpg.rf.ed9196e66905605f51f25cf848485088_flip.jpg,train,aug_b-115-_jpg.rf.ed9196e66905605f51f25cf848485088_flip,1,0,1,8f333c9576b20e6ddfd8e7441295e565e9a68b653f5e0fcc6518c420c8218e70,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-115-_jpg.rf.ed9196e66905605f51f25cf848485088_orig.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-115-_jpg.rf.ed9196e66905605f51f25cf848485088_orig.txt,aug_B-115-_jpg.rf.ed9196e66905605f51f25cf848485088_orig.jpg,train,aug_b-115-_jpg.rf.ed9196e66905605f51f25cf848485088_orig,1,0,1,5d356a4aa81e85834557820ac452f48e5fb25412b0d8bff7bf8494c94afbb05b,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-116-_jpg.rf.6408b2fe71d5e80e9e168f15de4b00f9_bright.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-116-_jpg.rf.6408b2fe71d5e80e9e168f15de4b00f9_bright.txt,aug_B-116-_jpg.rf.6408b2fe71d5e80e9e168f15de4b00f9_bright.jpg,train,aug_b-116-_jpg.rf.6408b2fe71d5e80e9e168f15de4b00f9_bright,1,0,1,4c958326f79094b62249f9564926f038ce80d47781ba4cb0cca62b3aa8c12a11,defective_only,val
/kaggle/working/railway_raw_3381/images/train/aug_B-116-_jpg.rf.6408b2fe71d5e80e9e168f15de4b00f9_contrast.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-116-_jpg.rf.6408b2fe71d5e80e9e168f15de4b00f9_contrast.txt,aug_B-116-_jpg.rf.6408b2fe71d5e80e9e168f15de4b00f9_contrast.jpg,train,aug_b-116-_jpg.rf.6408b2fe71d5e80e9e168f15de4b00f9_contrast,1,0,1,6f5a67eae2c049a5b82adf45c32a818da1133979c89eccb19bb3bb16955e2b59,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-116-_jpg.rf.6408b2fe71d5e80e9e168f15de4b00f9_flip.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-116-_jpg.rf.6408b2fe71d5e80e9e168f15de4b00f9_flip.txt,aug_B-116-_jpg.rf.6408b2fe71d5e80e9e168f15de4b00f9_flip.jpg,train,extra_b-116-_jpg.rf.6408b2fe71d5e80e9e168f15de4b00f9_flip,1,0,1,c433802bde3ff7432e0e8c59e7d70a18dac78e04cdde91297873313a6b319830,defective_only,test
/kaggle/working/railway_raw_3381/images/train/aug_B-116-_jpg.rf.6408b2fe71d5e80e9e168f15de4b00f9_orig.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-116-_jpg.rf.6408b2fe71d5e80e9e168f15de4b00f9_orig.txt,aug_B-116-_jpg.rf.6408b2fe71d5e80e9e168f15de4b00f9_orig.jpg,train,extra_b-116-_jpg.rf.6408b2fe71d5e80e9e168f15de4b00f9_orig,1,0,1,ca11ca9d571b682418cd3bcc804915848190448cce09b9f1e2e8f475d3ec0d15,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-118-_jpg.rf.9a0a571233b918a70f4f3f55cf668aa8_bright.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-118-_jpg.rf.9a0a571233b918a70f4f3f55cf668aa8_bright.txt,aug_B-118-_jpg.rf.9a0a571233b918a70f4f3f55cf668aa8_bright.jpg,train,aug_b-118-_jpg.rf.9a0a571233b918a70f4f3f55cf668aa8_bright,1,0,1,c545fabe979668c6826468102ffd9863d2c55f0d0e27be784f5362a79f939d0f,defective_only,train
/kaggle/working/railway_raw_3381/images/train/aug_B-118-_jpg.rf.9a0a571233b918a70f4f3f55cf668aa8_contrast.jpg,/kaggle/working/railway_raw_3381/labels/train/aug_B-118-_jpg.rf.9a0a571233b918a70f4f3f55cf668aa8_contrast.txt,aug_B-118-_jpg.rf.9a0a571233b918a70f4f3f55cf668aa8_contrast.jpg,train,aug_b-118-_jpg.rf.9a0a571233b918a70f4f3f55cf668aa8_contrast,1,0,1,47bf972f8d828df9ae20ff2313c70af7ebe80eb55e86da114d07719973ad6d6f,defective_only,train
